Index,log_hotel_kern,log_parking_ke,log_food_kerne,log_office_ker,log_retail_ker,DNI_HK,HKG_wind_s,tsd_mask,log_area,No_of_Stor,Year_Built,retro_before,retro_after,log_mtr_dist,is_commercial,kWh_m2_ann
390,0,0,2.328597704,2.641800215,2.916245954,2.2820001,3.16328,2.16099,2.326335861,14,1978,1,0,2.446701723,0,190.49
391,0,2.150909883,3.069038783,3.17272551,3.237033235,2.2820001,2.9570301,2.16099,2.079181246,17,1989,0,0,2.559183212,1,37.48
392,1.729481475,2.309061384,2.976941636,1.969066286,3.093379656,2.276,3.16328,2.16099,2.346352974,19,1994,0,0,2.130897756,1,255.19
393,1.935396418,2.388754649,3.000789701,2.615096393,3.270320066,2.276,3.16328,2.16099,1.986771734,20,1997,0,0,2.110120687,0,97.19
394,1.942717715,2.073678028,3.663154199,2.62713739,3.243345666,2.276,2.9570301,2.13431,2.59439255,17,1983,0,0,2.532474599,0,129.01
395,0.000301426,2.248252887,3.611327061,1.024478698,3.178999943,2.276,3.16328,2.16099,2.029383778,19,1995,0,0,2.432095808,0,36.83
396,2.625444151,2.055565627,3.609964519,1.854808091,3.804153081,2.276,3.16328,2.16099,3.873611197,15,2010,0,1,2.37122602,0,265.84
397,0,0,3.244381053,2.780683731,3.008267925,2.2750001,2.58323,2.13431,2.572871602,23,1994,0,1,2.584987552,0,254.47
398,0,0,3.176961873,2.726175229,2.838381813,2.2750001,2.58323,2.13431,2.217483944,16,1984,0,0,2.602253564,1,45.36
399,2.820035848,1.35693177,3.50611116,3.061953572,3.153345256,2.276,2.9570301,2.13431,2.519827994,18,1983,0,1,2.382209578,1,150.35
400,0.705341921,2.361572972,3.475396596,3.111380139,3.275336694,2.276,3.16328,2.16099,2.240549248,18,1996,0,0,2.400716009,1,46.11
401,2.671513488,2.348291223,3.075656451,1.808841345,3.076596759,2.276,3.00648,2.13431,2.681241237,17,1982,0,1,2.42488396,0,56.74
402,2.245201624,0,3.588536138,2.344297929,3.27162788,2.277,2.6154799,2.13431,2.45484486,16,1974,0,0,2.227253143,0,13.61
403,0,2.1944977,2.590826248,1.21566399,2.393013315,2.266,2.7116699,2.10763,3.348304863,13,1984,0,1,2.631102258,1,108.34
404,2.04533862,1.864202472,3.031416552,2.789637122,3.277244674,2.276,2.8955801,2.13431,2.342422681,17,1981,0,0,2.283040718,0,105.3
405,2.246766861,0,2.906177121,2.784448946,2.934922452,2.2590001,3.00648,2.13431,2.403120521,22,1994,0,0,2.30339214,0,174.59
406,2.293342657,1.950511875,2.830775941,1.650755202,3.487669956,2.2809999,2.6154799,2.10763,2.271841607,18,1999,0,0,2.517113213,1,33.25
407,2.116631008,0,3.543848358,2.265251914,3.271404769,2.277,2.6154799,2.13431,2.217483944,17,1974,0,0,2.247729627,0,71.33
408,2.233018974,1.539403561,3.176175226,3.09577589,3.059578578,2.2579999,3.00648,2.10763,2.564666064,22,1994,0,1,2.349846025,1,233.41
409,2.217686557,1.934390367,3.213124461,3.226285354,3.062717322,2.2579999,3.00648,2.10763,2.292256071,21,1993,0,0,2.298761861,0,148.44
410,2.208288142,0,2.84029306,2.650026645,2.900201585,2.2590001,2.8955801,2.13431,2.193124598,16,2012,0,0,2.270882739,0,29.86
411,1.880274961,2.358580103,3.076232534,3.119615441,2.784075711,2.2590001,3.00648,2.10763,2.44870632,17,1989,0,0,2.193724565,0,54.5
412,1.741147648,2.403823755,3.251740406,2.625820533,3.288030015,2.276,3.16328,2.16099,2.750508395,18,1994,0,0,2.159354656,0,137.81
413,1.71179375,1.973697597,3.071443833,2.83383657,3.264739937,2.276,3.00648,2.13431,2.605305046,17,1990,0,0,2.319823537,1,47.02
414,2.797572204,2.390055033,3.101808934,2.608580579,3.006906544,2.276,3.00648,2.13431,2.514547753,17,1977,0,0,2.468062557,0,21.94
415,1.725398661,2.300134421,3.184586394,1.413066638,3.433284876,2.2590001,2.8955801,2.13431,2.195899652,17,1976,0,0,2.058786712,0,155.24
416,2.590901999,2.191945381,3.06895353,1.204765513,2.828075715,2.276,3.00648,2.13431,2.173186268,17,1982,0,0,2.406029411,1,24.12
417,2.390659603,0,3.455356585,2.438026286,3.273686329,2.2679999,2.6154799,2.13431,1.995635195,13,1977,0,1,2.227468096,0,26.18
418,0,1.276817839,2.735705062,2.295835277,3.160567551,2.266,2.9010701,2.10763,3.267171728,16,1981,0,1,2.612947529,0,145.69
419,2.275962894,2.333956855,3.243586145,2.789488357,3.25656622,2.276,3.16328,2.16099,2.068185862,19,1993,0,0,2.028349034,1,34.04
420,0.541297111,2.020742359,3.338918446,2.23996482,3.52559154,2.2679999,2.8955801,2.13431,3.124504225,31,2009,0,1,2.08481276,0,209
421,0.709537911,2.190782557,3.25346159,2.399779262,2.873010033,2.276,3.00648,2.13431,1.897627091,16,1996,0,0,2.356830491,1,40.1
422,1.66966735,0,3.541666587,1.839447252,3.069286894,2.277,2.6154799,2.13431,2.853698212,15,1974,0,1,2.292068789,0,90.3
423,2.732638196,2.154603505,3.024419971,3.077858245,3.208242441,2.276,2.8955801,2.13431,2.250420002,19,1978,0,0,1.806397232,0,22.01
424,2.310059982,2.286772982,3.064693794,2.335088632,3.662055768,2.2809999,2.6154799,2.10763,3.390935107,17,1988,0,1,2.452918077,1,131.31
425,2.360299863,0,3.093172959,2.014369301,3.35609853,2.277,2.6154799,2.13431,3.296884476,27,1998,0,0,1.915619745,1,67.14
426,2.353063725,1.608308837,2.902720684,2.438901327,3.088625061,2.277,3.16328,2.16099,2.702430536,14,1958,0,0,1.880447462,0,97.09
427,2.077952639,0,3.07524396,3.497290503,3.469639428,2.2679999,2.8955801,2.10763,2.57054294,10,1966,0,0,2.268366407,0,30.55
428,2.68706767,2.116820186,3.082710004,3.056516091,3.241989521,2.276,2.8955801,2.16099,2.413299764,18,1994,0,0,1.822936426,0,137.36
429,2.401066074,0,3.532230604,2.470783747,3.339532909,2.277,2.6154799,2.13431,2.602059991,15,1984,0,1,2.156768209,0,41.5
430,1.348102283,0,2.917427776,3.244764339,3.237890433,2.2679999,2.6154799,2.10763,2.447158031,16,1966,0,0,2.276562377,0,31.76
431,2.178919409,1.539348393,3.090815101,2.842361463,2.767462381,2.2590001,3.00648,2.10763,2.190331698,15,1977,0,0,2.251444013,0,22.8
432,0,0.082791831,2.791951575,1.60065603,3.078960429,2.266,3.00648,2.10763,3.050766311,13,1982,0,1,2.515698725,0,139.77
433,0,1.933590516,3.234446406,2.400061124,2.723072927,2.276,2.9570301,2.13431,3.411619706,20,1994,0,0,2.343431369,1,169.39
434,0,2.154213917,2.826296418,3.818369766,3.476140087,2.2809999,3.0927801,2.10763,4.837228481,17,1977,0,1,2.584426255,0,174.75
435,1.506894497,2.187658872,2.953238611,0,3.517475673,2.2809999,3.0880301,2.08095,4.354338977,6,1970,1,0,2.750803724,0,126.59
436,2.264869754,1.491640385,2.776212165,2.57759403,3.152061966,2.276,3.00648,2.13431,2.572871602,19,1994,0,0,2.350829114,1,200.94
437,2.160240348,0,2.966382982,3.420688302,3.415824415,2.2679999,2.8955801,2.10763,2.899820502,13,1963,0,1,2.299223184,0,142.41
438,2.839288197,2.227215467,2.863238973,2.62656822,2.916936401,2.266,2.9570301,2.13431,2.892094603,28,1994,0,1,2.528923578,1,131.73
439,2.239597259,0,2.915166522,2.788757175,2.878709024,2.2590001,3.00648,2.13431,1.792391689,16,1985,0,0,2.278261578,0,21.96
440,2.241319826,0,2.846734727,2.410858189,2.965772538,2.2679999,2.6154799,2.10763,2.64738297,15,1982,0,1,2.281228258,0,80.99
441,0,1.959971971,3.306000181,3.78705575,3.530163822,2.2750001,2.6154799,2.13431,4.026778329,17,1983,0,1,2.465180021,0,142.31
442,0.709537911,2.190782557,3.25346159,2.399779262,2.873010033,2.276,3.00648,2.13431,2.264817823,12,1983,0,0,2.373733419,0,86.54
443,0,0,3.143149146,0,3.157568575,2.2609999,2.9010701,2.10763,3.441223674,16,1980,0,1,2.651652098,0,125.81
444,2.788381931,2.236108791,2.846967051,2.738844742,2.852298798,2.266,2.9570301,2.13431,1.919078092,14,1982,0,0,2.513338139,1,21.81
445,2.077952639,0,3.07524396,3.497290503,3.469639428,2.2679999,2.8955801,2.13431,2.5289167,12,1966,0,0,2.248175082,1,24.09
446,2.230581749,2.390634884,3.351788572,2.452831791,3.009994498,2.276,2.9570301,2.13431,2.42975228,18,1991,0,0,2.402989736,0,40.74
447,1.520393136,0,2.692362153,1.920971263,3.125494291,2.2579999,3.00648,2.10763,3.29907126,12,1981,0,0,2.413843278,1,111.46
448,0,2.197801386,3.043480189,3.077527762,3.36021082,2.233,2.96451,1.9742399,2.56937391,20,1968,0,0,1.404204691,1,167.17
449,2.3950222,0,2.918599069,3.07511974,2.993026426,2.233,2.96451,1.94756,2.511883361,24,1983,0,0,2.050831274,1,127.2
450,0,0,3.242673095,1.950540578,2.870241759,2.237,2.96451,1.94756,2.250420002,25,1998,0,0,2.131537593,1,37.15
451,0,2.308126694,2.806752319,2.816950831,3.056077363,2.23,3.84917,1.94756,2.346352974,25,1998,0,0,2.636778285,1,56.54
452,2.04098585,2.485477249,2.646076152,3.304983577,2.647389806,2.2349999,3.56464,1.94756,2.910090546,27,1999,0,1,2.595337212,1,106.62
453,1.67421517,0,3.157363051,3.651671421,3.579899013,2.279,3.0880301,2.08095,3.524915148,19,1966,0,0,2.693604483,0,65.57
454,0,1.98493757,2.602754323,2.458684684,3.258981886,2.233,2.96451,1.94756,2.309630167,23,1992,0,0,1.955165331,1,31.05
455,0,1.930739199,3.043252205,3.197652644,1.914626613,2.1900001,3.0322001,1.9742399,3.112939976,43,1998,0,1,2.133085431,0,111.58
456,1.367506867,2.24758297,3.067550674,2.962632594,3.297519783,2.2060001,3.6512201,1.9742399,2.269512944,26,1995,0,0,2.088692914,0,23.18
457,2.474092383,1.963845412,2.865466426,3.154207849,3.363752962,2.23,3.84917,1.94756,2.235528447,22,1986,0,0,2.565286975,0,27.41
458,2.416492407,1.570733206,2.460637783,3.689695032,3.231209543,2.3429999,4.43643,1.84084,2.330413773,24,1990,0,0,2.515294332,0,21.79
459,0,0,2.883928747,3.253384035,3.070735878,2.23,3.39292,1.94756,2.350248018,4,1955,0,0,2.632186203,1,18.22
460,0,2.161074358,2.94474366,2.68666932,2.29619336,2.164,2.8510301,1.92088,2.837588438,25,1993,0,1,2.477265136,0,121.89
461,2.201186766,0,2.672519006,2.453714228,2.967460448,2.2260001,3.6013601,1.94756,3.011570444,28,1983,0,0,2.401996719,1,193.82
462,1.858668319,1.834885903,2.836581693,2.803328728,2.602449605,2.2060001,3.0322001,1.9742399,2.252853031,18,1990,0,0,1.775073872,1,28.11
463,1.589869204,1.65464045,2.963734493,3.562586654,2.934107417,2.296,3.9737401,1.84084,2.212187604,22,2002,0,0,2.583211754,0,16.6
464,0,0,2.270664872,1.774727858,2.217052063,2.2060001,3.0322001,1.94756,2.995635195,13,2001,0,1,2.360725192,0,292.36
465,2.473129176,0.001985781,2.88162427,3.131519202,3.285800256,2.237,3.84917,1.94756,2.45484486,22,1982,0,0,2.440256288,0,21.28
466,0,0.873322916,2.817468206,3.207367734,3.260393404,2.2060001,3.6013601,1.9742399,3.102776615,23,1984,0,1,2.051576624,0,104.99
467,0,0,3.024645734,0,2.880743866,2.3429999,3.28985,1.81416,2.161368002,12,1979,0,0,2.406771501,1,12.29
468,0,1.953382714,2.812968121,3.132723826,2.907417823,2.336,3.9737401,1.84084,2.545307116,23,1977,0,1,2.710436819,1,25.86
469,0.938495713,1.89282451,2.728909484,3.38069954,2.759812066,2.296,3.9737401,1.84084,2.487138375,12,1972,0,0,2.619937613,0,21.14
470,2.405180677,2.076636816,2.32345218,2.707528438,2.697918596,2.336,3.73476,1.84084,2.481442629,33,1998,0,0,2.643046506,0,99.67
471,2.231510368,2.195412541,2.486618886,2.929821368,3.297013794,2.23,3.4633801,1.94756,2.5132176,23,1985,1,0,2.613463459,0,105.29
472,2.325482822,0,2.751589325,3.017529964,3.25520252,2.237,3.84917,1.94756,2.227886705,28,1996,0,0,2.395811291,0,30.52
473,0,2.152071146,2.501256517,1.978000099,1.785315603,2.2349999,2.68206,1.94756,3.26927939,32,2010,1,0,2.418976972,0,106.41
474,2.143542526,2.029793517,2.818193544,2.830868255,3.12204868,2.336,3.73476,1.81416,2.523746467,24,1991,0,0,2.568918348,1,22.37
475,2.189967285,2.026238992,2.790598283,2.883059807,3.106561425,2.336,3.73476,1.81416,2.492760389,16,1979,0,0,2.579227124,1,20.34
476,2.47589046,1.159531098,2.945356802,3.196292288,3.277744401,2.237,3.84917,1.94756,2.5289167,23,1991,0,1,2.494826553,0,76.06
477,0,2.248103275,2.335927033,2.644601059,3.387341763,2.2060001,3.6013601,1.9742399,2.374748346,2,1974,0,0,2.321033803,1,182.76
478,2.209067065,0,2.818457508,2.952896036,3.084275933,2.237,3.4633801,1.94756,2.413299764,23,1991,0,0,2.472615489,1,43.89
479,0,2.270336381,3.063419677,2.667305371,3.321639839,2.2060001,3.6013601,1.9742399,3.097604329,25,1999,0,1,2.348725643,1,64.65
480,2.239562218,1.754365159,2.773591926,2.475732177,2.908157842,2.3429999,4.3004398,1.84084,2.184691431,26,1992,0,0,2.541349251,0,22.67
481,0,1.819846504,2.753833473,3.125259978,2.971197424,2.336,3.73476,1.84084,2.139879086,22,1986,0,0,2.684024119,0,21.41
482,0,0,1.040028055,2.621856281,2.509569447,2.296,3.9737401,1.84084,2.472756449,23,1993,0,0,2.659148774,1,76.69
483,0,1.862678083,2.797549348,2.892736656,2.564605715,2.336,3.9737401,1.84084,2.206825876,18,1983,0,0,2.738691665,1,18.96
484,0,1.856163779,2.856946903,3.0480143,2.70190199,2.336,3.9737401,1.84084,2.315970345,16,1976,0,0,2.708244125,1,27.66
485,2.281633251,1.85826523,1.938244962,3.727678676,3.104688495,2.3429999,3.28985,1.84084,2.580924976,41,1983,0,0,2.48641549,1,80.23
486,0,1.866162043,2.774165725,2.34385547,2.921203013,2.3570001,3.2888999,1.81416,1.995635195,23,1983,0,0,2.503547709,0,41.46
487,2.013843782,1.67408368,2.748876905,3.175030276,3.059014068,2.237,3.4633801,1.94756,2.198657087,22,1991,0,0,2.54812614,1,31.2
488,0.938495713,1.89282451,2.728909484,3.38069954,2.759812066,2.296,3.9737401,1.84084,2.071882007,12,1969,0,0,2.609620033,0,17.79
489,1.846345164,1.071528524,3.076498441,3.635529003,3.0100836,2.296,3.9737401,1.84084,2.941014244,21,1982,0,0,2.55963929,1,86.63
490,0,1.856163779,2.856946903,3.0480143,2.70190199,2.336,3.9737401,1.84084,2.264817823,15,1968,0,0,2.702600274,1,20.02
491,2.644988732,0,2.347123061,2.891122467,3.276799451,2.3299999,3.73476,1.81416,1.643452676,6,1976,0,0,2.449417575,0,60.28
492,0,0,1.980808008,2.769815106,2.571224218,2.296,3.9737401,1.84084,2.23299611,28,2000,0,0,2.637147396,0,29.17
493,0,2.267565934,2.797094343,3.012879377,0.229481924,2.2119999,2.8510301,1.92088,3.160168293,28,1972,0,1,2.65702436,0,121.67
494,1.650631893,1.531104487,3.006675647,3.56921235,2.915932487,2.296,3.9737401,1.84084,2.161368002,11,1978,0,0,2.580141646,0,14.8
495,0,0,2.918701718,3.422107032,3.035685842,2.309,3.9825599,1.84084,2.307496038,12,1976,0,0,2.061754351,0,32.95
496,1.059521755,1.33469698,2.703385954,2.852837285,2.249770499,2.3010001,3.9737401,1.84084,2.004321374,22,1998,0,0,2.625762516,0,29.13
497,0,0,2.108331583,2.797280689,2.553804164,2.3010001,3.9737401,1.84084,2.611723308,25,1994,0,0,2.616271159,0,77.92
498,0,0,3.018846061,3.460342983,3.162328366,2.309,3.9825599,1.84084,3.518382316,27,1996,0,1,2.099422873,0,66.35
499,0.287958182,0,2.401989533,2.710858315,2.403943691,2.3010001,3.9737401,1.84084,2.503790683,16,1977,0,1,2.56850744,1,20.5
500,0,0,2.931923453,3.329094685,3.136533506,2.309,3.9825599,1.84084,1.892094603,24,1998,0,0,2.212649192,1,40.7
501,0,0,2.931923453,3.329094685,3.136533506,2.309,3.9825599,1.84084,2.292256071,18,1974,0,0,2.197689833,0,52.34
502,0,1.704790318,2.867728454,1.554588486,2.678654923,2.309,3.9825599,1.84084,2.826074803,21,1973,0,1,2.252039579,1,31.18
503,0,0,2.737473354,2.743635967,3.038493015,2.3570001,3.28985,1.81416,2.274157849,26,1997,0,0,2.374201103,0,31.66
504,1.878478702,1.885674388,3.009306379,1.529989524,2.494382819,2.3280001,3.9737401,1.84084,2.326335861,15,1968,0,0,2.714096894,1,30.06
505,0,2.029253885,2.993855327,2.425948089,2.404652433,2.164,2.8510301,1.92088,3.178113252,23,1998,0,1,2.543407199,0,120.83
506,1.979696765,1.487996217,3.171863877,3.646497826,3.024107838,2.296,3.9825599,1.84084,2.829303773,23,1980,1,0,2.518734855,1,16.44
507,1.954576299,1.85748507,3.146676767,3.548088324,2.956611614,2.296,3.9825599,1.84084,2.376576957,14,1979,0,0,2.485752554,0,20.31
508,2.570416834,0,2.153262884,2.882241551,3.214780291,2.3299999,3.73476,1.81416,2.519827994,26,1996,0,1,2.477579127,1,132.78
509,1.792423219,0,2.734382152,2.780945602,2.580409449,2.336,3.9737401,1.84084,2.758154622,21,1977,0,0,2.695179023,0,20.29
510,0,1.973153267,2.702595097,2.344983366,2.416593889,2.3529999,4.0661602,1.81416,2.766412847,29,1995,0,0,2.591822729,0,31.8
511,1.814198989,1.225547052,3.101692085,3.547897718,2.920351891,2.3010001,3.9737401,1.84084,2.50242712,17,1979,0,0,2.554839558,1,92.78
512,1.814198989,1.225547052,3.101692085,3.547897718,2.920351891,2.3010001,3.9737401,1.84084,2.421603927,14,1985,0,0,2.541567326,0,22.3
513,1.922730628,1.905570304,2.987323417,2.313367284,2.50699316,2.3010001,3.9737401,1.84084,2.33243846,14,1971,0,0,2.660789119,0,14.06
514,0,0,0,0,0,2.2880001,3.9825599,1.84084,2.932980822,26,1981,1,0,2.374335833,1,100.51
515,0,1.916027857,3.373860509,2.618767475,2.992866638,2.286,2.2251599,1.81416,2.507855872,28,2006,0,0,2.385662371,0,165.38
516,1.786161328,2.229827701,2.631807905,2.701851962,2.787178403,2.1819999,3.6512201,2.00091,2.802773725,25,1982,0,0,2.161363926,0,72.2
517,0,2.016590456,2.566081423,3.020170632,2.615931117,2.175,3.50666,1.92088,3.031408464,6,1999,1,0,2.439516214,0,138.59
518,0,0,2.817877252,3.137224299,2.875613323,2.309,2.6457801,1.84084,2.212187604,22,1992,0,0,1.711449812,1,39.91
519,0,1.132256496,3.644206129,3.543460862,3.520879002,2.2939999,2.4760599,1.86752,2.42975228,20,1984,0,0,2.409427113,0,118.05
520,0,0.315397202,2.911343542,2.520205698,2.64815404,2.3399999,3.28985,1.81416,2.225309282,23,1994,0,0,2.297568029,1,58.19
521,1.433606629,0,3.029781353,3.555925935,2.752740462,2.3010001,3.9737401,1.84084,2.913813852,26,1981,1,0,2.590853652,1,53.51
522,1.870201329,1.709156281,2.710523516,2.537145097,2.600999004,2.3010001,3.9737401,1.84084,2.683047038,25,1991,0,1,2.53993038,0,79.14
523,1.984051812,1.81247416,2.609233579,2.664916371,3.01139278,2.2939999,2.4714501,1.86752,2.523746467,24,1972,0,0,2.470914269,0,108.87
524,2.18422852,0,3.008817269,3.237025679,2.224445005,2.309,2.6457801,1.84084,2.404833717,16,1971,0,0,1.306431157,0,36.38
525,0.127575461,1.150750311,2.70848208,2.98468166,2.382541124,2.3010001,3.9737401,1.81416,2.629409599,16,1981,0,1,2.605121285,1,14.21
526,0,0.330890424,2.981891517,2.974330658,2.67554097,2.0829999,1.55977,1.94756,2.8876173,22,1988,0,1,2.401990122,0,143.33
527,2.397082741,1.949731935,2.894375328,2.491832156,2.796168998,2.286,2.2251599,1.81416,2.850033258,23,1975,0,0,2.417036142,0,15.01
528,0,0,2.714340659,3.178185293,2.697838502,2.309,3.9825599,1.84084,2.423245874,21,1973,0,0,2.0113185,0,17.6
529,0,0,3.047196979,3.398615227,2.919368393,2.309,3.9825599,1.84084,2.352182518,14,1980,0,0,1.846235516,1,19.81
530,0,1.93232153,3.597996675,3.28841468,3.436493424,2.2939999,3.10741,1.84084,2.184691431,14,1971,0,0,2.308822175,0,31.24
531,0,0,3.085308438,2.699053388,3.130542831,2.2690001,2.4760599,1.84084,3.07809415,32,1967,0,0,2.508236691,0,78.47
532,0,1.826173304,2.597992287,2.734750229,2.676027489,2.309,3.10741,1.81416,2.264817823,10,1967,0,0,2.202221024,0,31.05
533,0,1.842169124,3.682196523,3.403894011,3.521378722,2.2939999,3.10741,1.84084,2.411619706,25,1993,0,0,2.335332052,1,45.22
534,0,2.416548992,1.970842724,2.917652541,2.814998296,2.1830001,3.87182,2.00091,3.0923697,37,2000,0,1,2.596865135,0,110.26
535,0.003430587,0,2.481744951,2.689715438,2.734114641,2.286,2.2251599,1.81416,2.164352856,18,1981,0,0,2.414958442,1,58.39
536,0,2.138116288,3.107033495,3.020249372,3.003546698,2.1830001,3.6512201,2.00091,2.257678575,22,1987,0,0,2.356743663,0,15.48
537,1.902577764,2.11297011,3.11777161,2.901249573,2.91841305,2.309,2.2251599,1.81416,2.075546961,24,1989,0,0,2.300967023,0,122.33
538,0,2.276314727,0,1.844595816,2.658630409,2.1459999,3.78549,2.00091,2.775974331,30,2003,0,0,2.569919979,1,93.86
539,0,1.772074424,2.744474484,3.025400081,2.871223712,2.0829999,1.55977,1.94756,3.449478399,29,1993,0,1,2.391824924,0,121.39
540,0,1.879382637,2.651410796,2.664962411,2.480274347,2.0829999,2.8510301,1.92088,3.461798558,39,1995,0,1,2.508703228,0,113.33
541,0,1.962194076,3.173320314,2.698951767,2.951254935,2.309,2.2251599,1.84084,2.608526034,27,1998,0,0,2.089946913,0,91.5
542,0,0,2.845613905,3.047769261,2.98186797,2.309,3.9825599,1.84084,3.278982117,24,1990,0,0,2.026439872,0,78.64
543,1.893643064,1.901396189,2.637556756,1.803913708,2.547044542,2.3280001,3.73476,1.81416,2.217483944,24,1993,0,0,2.621845613,1,20.47
544,0,0,0,0,0,2.2690001,2.4760599,1.86752,2.937016107,25,1976,0,0,2.449734462,0,126.34
545,0,0,3.057639503,3.388859315,2.913576516,2.309,2.6457801,1.84084,1.968482949,15,1978,0,0,1.465566807,0,25.82
546,0,0,3.235548635,3.089060412,3.299206478,2.2690001,2.4760599,1.86752,2.324282455,22,1976,0,0,2.427377475,0,44.56
547,1.78776997,1.950072627,2.786176936,1.952355999,2.264035876,2.309,2.2251599,1.81416,2.324282455,25,1991,0,0,2.248566549,1,33.34
548,0,1.86332168,3.126884337,3.465205834,2.922479444,2.2290001,2.4760599,1.84084,2.301029996,10,1965,0,0,2.49034408,0,16.28
549,2.249587205,0,2.868815428,3.207515899,2.647614727,2.309,3.9825599,1.81416,2.012837225,6,1980,0,0,2.124039874,0,13.99
550,0,0,3.482447655,3.479524911,3.367812334,2.2939999,2.4760599,1.84084,2.025305865,21,1979,0,0,2.43446611,0,21.92
551,1.965393621,1.953917158,2.688653816,2.262353777,2.646050672,2.3010001,3.9825599,1.84084,2.307496038,14,1977,0,0,2.437242879,1,14.02
552,0,0,3.192408551,3.244680297,3.040546956,2.309,3.9825599,1.84084,2.303196057,14,1975,0,0,1.844113779,0,27.05
553,0,0,2.829434365,3.03597376,3.007261158,2.309,3.9825599,1.84084,2.853698212,29,1994,0,1,2.183668283,0,148.83
554,0,0,3.101743635,3.109514447,2.946882405,2.309,2.6457801,1.84084,2.477121255,26,1995,0,0,1.958879175,0,131.6
555,1.795263923,0,3.446546496,2.823943464,2.978788837,2.309,3.10741,1.84084,2.565847819,16,1965,0,0,2.067402948,0,29.23
556,0,0,2.800115384,2.270443583,2.26658208,2.2939999,2.6457801,1.84084,2.696356389,28,1991,0,1,2.160177607,0,164.51
557,0,0,2.795058577,2.268334554,2.2419497,2.2939999,2.6457801,1.84084,2.696356389,28,1991,0,0,2.165053267,0,100.24
558,2.02968807,1.155642657,3.255834301,2.410223677,3.01576618,2.286,3.10741,1.81416,2.025305865,5,1991,0,0,2.393620775,1,12.86
559,0,2.118592067,2.859890919,2.651015229,2.80543083,2.2939999,3.10741,1.84084,3.245018871,53,1998,0,0,2.107194129,1,146.39
560,0,1.947232208,3.256655216,2.555231135,2.995964081,2.309,2.2251599,1.81416,1.812913357,5,1985,0,0,2.376399907,0,26.37
561,1.117804729,1.839381262,2.984221617,2.576729399,2.763577734,2.3010001,3.9825599,1.84084,2.209515015,14,1974,0,0,2.44373204,0,133.61
562,2.221255086,0,2.959646122,3.355006832,2.422560296,2.309,2.6457801,1.84084,2.527629901,22,1975,0,0,1.719936774,1,26.48
563,0,1.132256496,3.644206129,3.543460862,3.520879002,2.2939999,2.4760599,1.84084,2.440909082,19,1976,0,0,2.414196252,0,23.82
564,1.967409898,1.725029889,3.398611797,2.729190703,3.025023096,2.1630001,3.4623499,2.00091,2.227886705,24,1983,0,1,2.372369414,1,26.6
565,2.242762513,0,2.710656321,3.473038566,2.871508123,2.309,2.6457801,1.84084,2.344392274,22,1984,0,0,1.821057209,1,25.39
566,0,0,3.061629618,3.417614515,2.930030594,2.309,3.9825599,1.84084,2.440909082,23,1984,0,0,1.842072265,1,86.05
567,0,0,2.745485459,0,2.588711948,2.3010001,2.1408899,1.81416,2.67669361,22,1983,0,1,2.633742265,0,111.01
568,2.268769821,1.953810411,2.629846717,2.116086163,2.813814401,2.3280001,3.9737401,1.81416,2.42975228,20,1977,0,0,2.673804445,0,49.73
569,1.979893755,2.245599034,3.016025763,3.861787028,3.094876246,2.3529999,4.5090499,1.81416,3.006037955,42,1983,0,1,2.541770643,1,87.53
570,1.676893798,1.686876581,2.739132266,2.699459608,3.135275786,2.2939999,2.4760599,1.86752,2.658011397,23,1982,0,0,2.408503754,0,96.8
571,0,1.078242884,3.45467265,3.170766134,3.303522198,2.234,3.10741,1.84084,1.716003344,6,1971,0,0,2.350482815,0,259.62
572,2.271871798,1.849329732,2.58318289,2.181614947,2.819199004,2.3280001,3.9737401,1.81416,2.436162647,22,1994,0,0,2.624930521,1,23.82
573,1.881538709,1.933930486,3.08564015,3.233184008,3.351705503,2.3010001,2.2251599,1.81416,2.555094449,22,1982,0,0,2.465759589,0,101.61
574,0,2.228107646,3.007961033,2.500118408,2.784918126,2.2939999,2.6457801,1.86752,3.56937391,38,1987,0,1,2.216940235,1,141.69
575,0,1.391307443,2.897401654,3.339530919,2.980360198,2.2290001,2.4760599,1.86752,2.025305865,11,1976,0,0,2.473163244,1,36.96
576,0,0,2.945332662,3.272433434,2.975656935,2.2939999,2.6457801,1.84084,2.629409599,23,1980,0,0,1.787822966,0,94.8
577,0,1.414476978,2.741801382,2.422299235,3.229364389,2.286,3.10741,1.81416,2.474216264,20,1986,0,0,2.329876296,1,17.91
578,0,0.31035764,3.657837661,3.432406425,3.504325384,2.2939999,3.10741,1.84084,2.079181246,10,1968,0,0,2.390173659,0,29.41
579,0,1.827065419,2.941086867,2.896991123,2.873107747,2.3399999,3.2888999,1.81416,2.193124598,21,1982,0,0,2.356715921,1,24.16
580,0,0.730534399,2.935878915,2.477731729,3.167379361,2.309,2.2251599,1.81416,2.217483944,14,1978,0,0,2.256155536,1,29.6
581,0,0,1.92928247,0,2.473126233,2.3299999,3.7958901,1.78748,1.954242509,21,1996,0,0,1.939494429,1,21.44
582,0,2.275652194,2.931810144,3.089901577,2.754780124,2.1819999,3.6512201,2.00091,2.361727836,29,1997,0,0,2.277350338,0,31.74
583,2.231599564,0,2.825533877,3.170959548,2.636903946,2.309,3.9825599,1.81416,2.071882007,15,1982,0,0,2.150663303,1,34.53
